,Name,ReviewRate,ReviewTime,ReviewVisite,ReviewText,HostelType
318,AXELLE oiselay,4,il y a 4 jours,no comment,01/2023,11
319,Victor Pina,5,il y a 4 jours,no comment,01/2023,11
320,Andreas Heike,5,il y a 4 jours,no comment,01/2023,11
321,Anto,5,il y a 4 jours,no comment,01/2023,11
322,Markus Sahm,5,il y a 4 jours,no comment,,11
323,Patrick A.,5,il y a 4 jours,no comment,01/2023,11
324,hélène Lamirand,5,il y a 4 jours,no comment,,11
325,Ελενη Μπακάλη,5,il y a 4 jours,no comment,01/2023,11
326,Gleyni González,5,il y a 4 jours,(Traduit par Google) Incroyable où vit la magie !! Le meilleur argent dépensé de ma vie.(Avis d'origine)Increíble donde vive la magia!! El mejor dinero gastado de mi vida.,01/2023,11
327,Jorge ARG,5,il y a 4 jours,no comment,,11
328,Coral Da Silva,5,il y a 4 jours,no comment,01/2023,11
329,Francesca Romano,5,il y a 4 jours,no comment,01/2023,11
330,Volta Manu,5,il y a 4 jours,no comment,01/2023,11
331,Audrey Viano,4,il y a 4 jours,no comment,01/2023,11
332,Antho Aubert,4,il y a 4 jours,no comment,01/2023,11
333,Óran Lynch,5,il y a 4 jours,(Traduit par Google) Très sympa j'ai eu une photo avec micky(Avis d'origine)Very nice I got a picture with micky,01/2023,11
334,Ali Kunduru,5,il y a 4 jours,no comment,01/2023,11
335,Cristina Dias,5,il y a 4 jours,no comment,01/2023,11
336,Cédric Bourgeois,5,il y a 4 jours,no comment,01/2023,11
337,Julian Kocsandi,5,il y a 4 jours,no comment,01/2023,11
338,Guillaume Garcia,5,il y a 4 jours,no comment,01/2023,11
339,Elias Raffoul,5,il y a 4 jours,no comment,01/2023,11
340,M. Kühn,5,il y a 4 jours,no comment,01/2023,11
341,Francesco Gemelli,5,il y a 5 jours,no comment,01/2023,11
342,Angelina Kazarian,4,il y a 5 jours,"(Traduit par Google) Certainement un beau parc. Illuminations, design, intérieur, spectacle)). Les files d'attente de 40 minutes parfois même plus sont très ennuyeuses. Le prix des jouets dans les magasins sur le territoire de Disney est tout simplement cosmique)) en principe, tout est bien pensé et conçu pour les jeunes visiteurs du parc. En gros, un système pour pomper de l'argent)))(Avis d'origine)Однозначно красивый парк . Иллюминации , дизайн , интерьер , шоу )) . Очереди по 40 минут иногда и того больше очень напрягает . Цена на игрушки в магазинах на территории Диснея просто космическая )) в принципе все правильно продумано и рассчитано на юных гостей парка . По большому счету система по выкачиванию денег )))",01/2023,11
343,M Lea,5,il y a 5 jours,no comment,01/2023,11
344,Mel,5,il y a 5 jours,"(Traduit par Google) Il pleuvait quand nous y sommes allés donc c'était très inconfortable surtout avec les manèges en plein air mais cela n'empêche pas notre fille de profiter des manèges, de voir les personnages de Disney prendre vie à travers le défilé et bien sûr ce ne sera pas complet sans la magie spectacle de lumière et feu d'artifice. Nous avons passé une journée fatigante mais géniale!(Avis d'origine)It was raining when we went so it was very uncomfortable especially with the outdoor rides but that doesn't stop our daughter from enjoying the rides, seeing the Disney characters into life through the parade and of course it won't be complete without the magical light show and fireworks. We had a tiring yet great day!",01/2023,11
345,reshad Lallmahomed,5,il y a 5 jours,no comment,01/2023,11
346,Sabine Bort,5,il y a 5 jours,no comment,01/2023,11
347,Claudia Finke,5,il y a 5 jours,"(Traduit par Google) Très épuisant mais très bon. Malgré le froid, il y avait beaucoup de monde. Regardez certainement le spectacle de lumière le soir.(Avis d'origine)Sehr anstrengend aber sehr toll. Trotz Kälte war es sehr voll. Auf jeden Fall abends die Lichtershow anschauen.",12/2022,11
348,Ashley Fennell Nevarez,5,il y a 5 jours,"(Traduit par Google) Je suis venu avec mon mari et 4 enfants, nous nous sommes tous bien amusés. Si vous êtes à Paris, arrêtez-vous et allez vous amuser, vous ne serez pas déçu 😁.(Avis d'origine)Came with my husband and 4 kiddos we all had a blast. If your in Paris Definitely stop and go have some fun you won't be disappointed 😁.",01/2023,11
349,Ashley nevarez,5,il y a 5 jours,"(Traduit par Google) Je suis venu avec mon mari et 4 enfants, nous avons passé un moment formidable. Si vous êtes à Paris, arrêtez-vous ici, vous ne serez pas déçu 🙂.(Avis d'origine)Came with my husband and 4 kiddos we had an amazing time. If your in Paris Definitely stop here you won't be disappointed 🙂.",01/2023,11
350,Radamed Pozuelo,5,il y a 5 jours,no comment,01/2023,11
351,Dimitris Papadopoulos,5,il y a 5 jours,no comment,01/2023,11
352,Ludivine Blanchet,4,il y a 5 jours,no comment,01/2023,11
353,Clarisse,4,il y a 5 jours,no comment,01/2023,11
354,Evangelia Asargiotaki,5,il y a 5 jours,no comment,07/2005,11
355,Andréa Condinho,5,il y a 5 jours,no comment,01/2023,11
356,Francesco Mancuso,5,il y a 5 jours,no comment,01/2023,11
357,Federico Martinez,3,il y a 5 jours,no comment,01/2023,11
358,João Heleno,5,il y a 5 jours,no comment,01/2023,11
359,Jennifer P,5,il y a 5 jours,no comment,01/2023,11
360,Alina Jasmin Krischollek,5,il y a 5 jours,no comment,01/2023,11
361,REMY PHILIPPE,1,il y a 5 jours,no comment,01/2023,11
362,Alice Bellia,5,il y a 5 jours,no comment,01/2023,11
363,Luca Sala,5,il y a 5 jours,(Traduit par Google) L'émerveillement .. le rêve ... l'expérience à vivre entièrement à l'échelle familiale(Avis d'origine)La meraviglia ..il sogno ...l'esperienza da vivere tutto a misura di famiglia,01/2023,11
364,Caroline Passini,4,il y a 5 jours,no comment,01/2023,11
365,Joan Easai,1,il y a 5 jours,"(Traduit par Google) Petits, occupés, les temps d'attente d'au moins 1,5 à 2 heures ne sont pas possibles pour les familles avec enfants (l'option est d'acheter un pass rapide, mais si vous êtes avec une famille de 5 personnes, vous perdrez bientôt 360 ​​euros supplémentaires en en plus du prix d'entrée de 89 euros par personne) parking 30 euros. Les attractions ne sont pas tant que ça, Efteling, Toverland, Walibi sont bien mieux. La devise de ce parc est de gagner le plus d'argent possible avec le moins d'effort possible, j'aimerais bien donner la chance aux gens, c'est dommage. Ça vous épargne le trajet, l'essence, le péage, les frais de parking, l'entrée chère, la nourriture dans le parc n'est pas bonne (sandwich hot dog et bouteille de coca 17 euros).Ou alternativement allez à Phantasialand, Movie Park ou Europa Park si vous êtes voyager en dehors du parc d'attractions néerlandais veut.(Avis d'origine)Klein,druk, wachttijden minimaal 1,5 à 2 uur is niet te doen voor families met kinderen( optie is een snelpas kopen,maar als je met familie van 5 personen bent dan ben je al gauw 360 euro extra kwijt naast de entreeprijs van 89 euro per persoon) parkeren 30 euro. De attracties stellen niet zoveel voor, Efteling,Toverland,Walibi zijn velen malen beter. Motto van dit park is zo veel mogelijk geld wil verdienen met zo min mogelijk inspanning.Ik zou de mensen mee willen geven ga niet het is zonde. Het bespaart je de reis, benzine,tolweg,parkeergeld,dure intree,eten in het park vies niet te eten(broodje hotdog en flesje cola 17 euro).Of ga als alternatief naar Phantasialand, Movie park of Europapark als je buiten Nederland naar een pretpark wilt.",01/2023,11
366,Lolam Sai Prasanna,5,il y a 5 jours,(Traduit par Google) Je ne peux tout simplement pas l'expliquer avec des mots. J'ai tout simplement adoré.(Avis d'origine)Just can’t explain it in words. I just loved it.,01/2023,11
367,Fiorella Collacciani,5,il y a 5 jours,no comment,01/2023,11
368,Nelia Bras,3,il y a 5 jours,no comment,01/2023,11
369,Moto Viaggi Passione,5,il y a 5 jours,(Traduit par Google) Expérience unique pour tous les âges. Très conseillé aux enfants de réserver sur place pour leur permettre de profiter pleinement de tous les services.(Avis d'origine)Esperienza unica per tutte le età . Cosigliatissimo per i bambini prenotare in loco per permettere di usufruire di tutti i servizi a pieno .,01/2023,11
370,N1n1ce,5,il y a 5 jours,no comment,01/2023,11
371,Dimitris Papakonstantinou,5,il y a 5 jours,no comment,01/2023,11
372,Ft AriAmbre,3,il y a 5 jours,"Les attractions sont toujours aussi bien.Mais le personnel laisse clairement à désirer.Mon plus mauvais souvenirs sera au manoir.A la fin de l'attraction je tiens mon sac à une main par dessous la barre de sécurité et essaye de pousser la barre avec mon autre main pour l'ouvrir. Ma fille fait de même.Un employer d'environ 45 ans nous hurle dessus ""bon allez vous attendez quoi ?!?!""Je lui montre que l'on pousse mais que ça ne vient pas.Il nous lâche un roh p***** et se jette sur nous, appuie très fort sur la barre nous écrasant les jambes et les bras, et l'arrache. Celle ci s'ouvre.Je sors rapidement du siège et lui dit ça va pas monsieur ? Il faut se calmer ?!?!Il a fait mine de ne pas m'entendre et est parti. C'est une honte. Surtout avec une enfant de 5 ans à côté, qui ne demande qu'à vivre la magie de Disney.Je demande un renseignement à un vendeur dans un magasin. Il me répond à demi mot, en faisant la tronche.Je lui dis merci à vous bonne journée et bon courage, il me regarde dans les yeux, et fait le choix de me tourner le dos sans répondre.Ça doit être dur pour les employers de travailler la bas, j'en suis consciente. Mais si ton travail ne te plaît plus et que t'arrives plus à sourire, changes !Faut pas se détruire le moral pour un travail.Très déçue de mon séjour disney (parc et hôtel) je trouve que ça perd en magie et en prestige d'année en année.",01/2023,11
373,Jacqueline Rippon,5,il y a 5 jours,no comment,01/2023,11
374,stas strelkov,5,il y a 5 jours,no comment,01/2023,11
375,Anca Istrate,5,il y a 5 jours,"(Traduit par Google) Un vrai rêve !A partir du moment où vous irez voir Disney, tous les autres parcs vous paraîtront ""petits"".Je recommande d'acheter des billets à l'avance, car sinon vous risquez de ne pas entrer, il y a des jours complets.Et si vous pouvez visiter la semaine prochaine, c'est encore mieux, car les week-ends sont toujours bondés, et l'attente pour les manèges peut dépasser 120 minutes.Il y a la possibilité d'acheter le pass mais ce n'est pratique que pour ceux qui ont l'occasion de visiter le parc souvent, c'est-à-dire plusieurs fois par an, car le prix est assez élevé.Pour le reste, je peux dire qu'il mérite chaque centime dépensé.Une ville magique dans une ville 😊(Avis d'origine)Un vero e proprio sogno!Dal momento in cui vai a vedere Disney, tutti gli altri parchi ti sembreranno “piccoli”.Consiglio di prendere i biglietti in anticipo, perché senno si rischia di non entrare, ci sono dei giorni full-sold out.E se potete visitare in settimana prossima meglio, in quanto il weekend e sempre affollato, e l’attesa per le giostre può superare i 120 minuti.C’e la possibilità di comprare il pass ma conviene solo a chi ha la possibilità di visitare spesso il parco, cioè più volte all’anno, perché il prezzo di abbastanza alto.Per il resto posso dire che merita fino all’ultimo centesimo speso.Una città magica dentro una città 😊",01/2023,11
376,cedric these,1,il y a 5 jours,no comment,01/2023,11
377,Leo Meijer,5,il y a 5 jours,"(Traduit par Google) Toujours génial d'être, MAIS malheureusement c'est devenu une chose élitiste pour les gens qui ont de l'argent, Premium Access c'est ce qu'on appelle, vous payez beaucoup d'argent pour éviter la file d'attente, eh bien, ruinez-le pour les gens ordinaires, qui sont autorisés à faire la queue plus longtemps ! Donc l'argent règne chez Disney, tant pis ! C'est un si beau parc, mais eux-mêmes gâchent le plaisir!(Avis d'origine)Altijd geweldig om te zijn, MAAR helaas is het inmiddels een elitair iets aan het worden voor mensen met geld, Premium Acces heet het, je betaald een hoop geld om de rij te mogen skippen, tja, verpest het voor de gewone mens, die mag langer in de rij staan! Geld regeert op Disney dus, jammer! Het is zo'n mooi park, maar ze bederven zelf de pret!",01/2023,11
378,Isabel Olivares Granado,5,il y a 5 jours,(Traduit par Google) Expérience très agréable. Ils nous ont donné un laissez-passer pour l'enfant qui avait un handicap où 4 personnes pouvaient monter sans faire la queue.super.(Avis d'origine)Experiència muy grata. Nos dieron un pase por el niño que tenia 36 discapacidad donde podiamos subir 4 personas sin hacer cola.Fuera genial.,01/2023,11
379,Ana Montes,5,il y a 5 jours,no comment,01/2023,11
380,Gamer Boy,5,il y a 5 jours,no comment,01/2023,11
381,Paul Varty,3,il y a 5 jours,(Traduit par Google) Un service de bus gratuit et peu fiable pour Disneyland le laisse tomber(Avis d'origine)Unreliable free for all bus service to Disneyland lets it down,01/2023,11
382,corinne arramy,5,il y a 5 jours,no comment,01/2023,11
383,Silvio Camilleri,2,il y a 5 jours,no comment,,11
384,Márcio Veiga,5,il y a 5 jours,no comment,01/2023,11
385,x947m,5,il y a 5 jours,"(Traduit par Google) Inutile de présenter le lieu, le lieu se présente. De plus, c'est un grand terrain composé de 2 terrains (adulte et enfant) comprenant un petit et un grand magasin ainsi qu'une boutique extérieure, un restaurant et un café.J'y suis allé à Noël, il y avait des feux d'artifice, des spectacles parallèles, une marche des personnages de Disney.De mon point de vue en visitant Disneyland, il faut plus d'une journée pour couvrir l'endroit**Attention**Si vous avez l'intention de visiter Disney, faites de votre mieux pour réserver votre billet en ligne 3 jours à l'avance ou plus tard en fonction des disponibilités. Parfois, les billets ne sont pas disponibles devant la porteBien sûr, l'endroit est grand et splendide, et ce qui est connu est inconnuIl y a deux villes, une unité contenant une ville pour les enfants et la seconde pour les adultes. Il y a des restaurants, des grandes et petites boutiques et un caféEt la fois où j'y étais, c'était le jour de Noël et il y avait des représentations en direct de personnages de Disney, des feux d'artifice et des spectacles parallèles.De mon point de vue, la ville a besoin de plus d'une journée pour pouvoir couvrir la plupart des endroits** note importante**Tous les lieux que vous avez l'intention de visiter, tels que les musées et les lieux de divertissement, effectuez vos réservations en ligne car il est difficile d'obtenir des billets pour vous au même moment, car ils sont valables une semaine ou plus avant(Avis d'origine)No need to introduce the place, the place introduce itself. In addition it’s big land consist of 2 land  (Adult & Kid )included of small & big shop as well outside boutique, restaurant, and coffee shop.I have been there on Christmas time, there was Fireworks, side shows, Disney character march.From my perspective visiting Disneyland need more than one day to coverage the place**Attention**If you intend to visit Disney, do your best to book your online ticket before 3 day or more due to availability. Sometime ticket are not available in front of the gateطبعا المكان كبير و روعة و المعروف لا يعرفموجودة مدينتين وحدة تحتوي على مدينة للاطفال و الثانية للكبار. متواجدة المطاعم المحلات الكبيرة و الصغيرة كوفي شوبو الوقت اللي كنت متواجد فيه كان يوم الكرسمس و كانت عروضات حية لشخصيات ديزني و اللعاب نارية و عروضات جانبيةالمدينة من وجهة نظري تحتاج الى اكثر من يوم عشان تقدر تغطي اكثر الاماكن** ملاحظة مهمة**اي مكان ناوي تزوره و سياحي مثل  المتاحف و الاماكن الترفيهية اتمم حجوزاتك اون لاين لأنه صعب تحصل لك تذاكر بنفس اللحظه تكون نافذه قبل اسبوع او اكثر",01/2023,11
386,Ismael Amal,5,il y a 5 jours,no comment,01/2023,11
387,Emilie LEMESLE,5,il y a 5 jours,no comment,01/2023,11
388,Nanua FAYA,5,il y a 5 jours,no comment,01/2023,11
389,Julien Voise,4,il y a 5 jours,no comment,01/2023,11
390,Daniel Pineda,5,il y a 5 jours,no comment,01/2023,11
391,silvana sanchez,5,il y a 5 jours,no comment,01/2023,11
392,Timothy Ballard,3,il y a 5 jours,(Traduit par Google) Pas aussi bon que l'original.C'est pourtant Paris(Avis d'origine)Not as good as the original.It is Paris though,01/2023,11
393,Is Dr,4,il y a 5 jours,"(Traduit par Google) A suivre avec le temps et la patience Attention aux jours fériés, il y a aussi un monde de gens(Avis d'origine)Para ir con tiempo y paciencia.Fijarse los dias de baja igualmente hay un mundo de gente",01/2023,11
394,Dan,4,il y a 5 jours,no comment,01/2023,11
395,Victor Ferreira,5,il y a 5 jours,no comment,01/2023,11
396,Oldschool 90s,5,il y a 5 jours,"(Traduit par Google) Sitio espectacular donde llevar a tus hijos una vez en la vida por lo menos, no obstante deja mucho que desear, precios excesivas y el recinto y servicio no esta para pedir tanto, si los niños disfrutaron lo demás queda en segundo plano, solo es una critique constructive.(Avis d'origine)Sitio espectacular donde llevar a tus hijos una vez en la vida por lo menos, no obstante deja mucho que desear, precios excesivas y el recinto y servicio no esta para pedir tanto, si los niños disfrutaron lo demás queda en segundo plano, solo es una crítica constructiva.",01/2023,11
397,Goussem ALIOUANE,5,il y a 5 jours,no comment,11/2019,11
398,Splendide Émeraude,2,il y a 5 jours,"Parc historique vielissant, peintures pas refaites : et sur les 2 parcs / pleins de manèges et d’attractions en panne  du … ça fait 3 fois que j’y vais et deux fois pas de monde des poupées !!!Restauration très très chères 10 euros le hot dog (c’est du délire) !Bref : déçue ! Je n’ai pas envie d’y retourner pour le prix (hors du raisonnable) et pour la relative médiocrité des attractions !",01/2023,11
399,Aldo Zocco,5,il y a 5 jours,no comment,01/2023,11
400,Nico Passion Ciné,5,il y a 5 jours,no comment,01/2023,11
401,Ivona Ivković,5,il y a 5 jours,no comment,01/2023,11
402,Robson Nazareno Correia,5,il y a 5 jours,no comment,,11
403,Roxanne Sart,5,il y a 5 jours,no comment,01/2023,11
404,Marie M.,5,il y a 5 jours,no comment,01/2023,11
405,Micael Carvalho,4,il y a 5 jours,no comment,01/2023,11
406,Rebecca Wells,5,il y a 5 jours,no comment,01/2023,11
407,Elodie Cochard,5,il y a 5 jours,no comment,01/2023,11
408,Alice Bratz,5,il y a 5 jours,(Traduit par Google) Magique et magnifique. Mais très fréquenté et très cher(Avis d'origine)Magisch und Taumhaft schön. Aber sehr voll und sehr teuer,01/2023,11
409,Philipp S.,5,il y a 5 jours,no comment,01/2023,11
410,Sébastien Dupont,5,il y a 5 jours,no comment,01/2023,11
411,Josselin Paillusson,5,il y a 5 jours,no comment,01/2023,11
412,Liziana Meche,5,il y a 5 jours,no comment,01/2023,11
413,Véronique Lecaroz,1,il y a 5 jours,no comment,01/2023,11
414,Dani Uth,5,il y a 5 jours,no comment,,11
415,Daniele Luberti,5,il y a 5 jours,(Traduit par Google) Quatrième fois à Disneyland.Le parc s'améliore constamment et investit chaque année dans les jeux et les infrastructures.(Avis d'origine)Quarta volta a disneyland.Il parco migliora sempre e investe annualmente sia sui giochi che sulla infrastruttura..,01/2023,11
416,Vasko Miceta,5,il y a 5 jours,no comment,,11
417,정영호,5,il y a 5 jours,no comment,01/2023,11
418,Cecilia Valentin,5,il y a 5 jours,no comment,01/2023,11
419,Marie Nolin,5,il y a 5 jours,no comment,,11
420,Gemma Crone,2,il y a 5 jours,no comment,,11
421,Juan manuel Irigoyen sanchez,2,il y a 5 jours,no comment,01/2023,11
422,kostaskw,5,il y a 5 jours,no comment,01/2023,11
423,Naomi Foster,5,il y a 5 jours,no comment,01/2023,11
424,Miriana Nicoletta,5,il y a 5 jours,no comment,,11
425,Dominique Gilles,5,il y a 5 jours,no comment,01/2023,11
426,Alex Davis,5,il y a 5 jours,"(Traduit par Google) Voiture parfaite de Disney. Mais beaucoup de fatigue et des prix importants. De retour après moins d'un an. Même magie, quelques nouvelles attractions et l'hôtel du côté du parc : 15 minutes pour s'y rendre.(Avis d'origine)Disney macchina perfetta. Però tanta stanchezza e prezzi importanti. Tornato dopo  nemmeno un anno. Stessa magia, qualche nuova attrazione e l'hotel dal lato del parco: 15 min per arrivare.",01/2023,11
427,bail amandine,5,il y a 5 jours,no comment,01/2023,11
428,ANTONIO TOSCANO VALERO,5,il y a 5 jours,"(Traduit par Google) Super propre, super sûr et comme aucun endroit magique(Avis d'origine)Super limpio, super seguro y como no sitio mágico",01/2023,11
429,Antoine COLLIN FURIO,2,il y a 5 jours,no comment,01/2023,11
430,Grace Lebouil,5,il y a 5 jours,no comment,01/2023,11
431,Deivi Shaqiri,3,il y a 5 jours,no comment,01/2023,11
432,Françoise PIGNON (Fra),5,il y a 5 jours,no comment,01/2023,11
433,Francisco Brigida,5,il y a 5 jours,no comment,01/2023,11
434,Harry Trendall,5,il y a 5 jours,(Traduit par Google) Très bien mais malheureusement c'est à paris(Avis d'origine)Very good but unfortunately it's in paris,01/2023,11
435,Pascal Sellner,5,il y a 5 jours,"(Traduit par Google) Charmant à Noël ou au Nouvel An. Le parc ressemble à un conte de fées, surtout lorsqu'il y a de légères chutes de neige. Recommandé également pour les plus de 20 ans sans enfants. Il n'y a que 1 à 2 attractions qui font monter le pouls, mais dans l'ensemble, il y a de nombreux endroits intéressants à découvrir.(Avis d'origine)Zu Weihnachten bzw. Neujahr bezaubernd. Insbesondere bei leichten Schneefall wirkt der Park märchenhaft. Auch für ü 20 jährige ohne Kinder zu empfehlen. Gibt zwar nur 1-2 Attraktionen, welche den Puls steigen lassen, aber insgesamt gibt es sehr viele interessante Orte zu entdecken.",12/2018,11
436,Serge Bianchini,4,il y a 6 jours,no comment,01/2023,11
437,Merryl Le Guerneve Colling,5,il y a 6 jours,no comment,01/2023,11
438,Joe Hey,5,il y a 6 jours,no comment,01/2023,11
439,cindy rappasse,5,il y a 6 jours,no comment,01/2023,11
440,tamara ghiani,5,il y a 6 jours,no comment,01/2023,11
441,Arora B31,3,il y a 6 jours,"(Traduit par Google) Première visite avec mes garçons de 4 et 6 ans. Les illuminations étaient fantastiques. Le plus jeune garçon n'a pas pu monter sur de nombreux manèges qu'il voulait en raison de restrictions de hauteur, alors vérifiez bien avant de réserver: de nombreux manèges ont été fermés pour cause de maintenance. Les temps d'attente pour les manèges ouverts dépassaient parfois 45 minutes. les défilés étaient hors de ce monde. J'y retournerais pour une journée pour ceux-ci et pas nécessairement les manèges du parc. Le vol de retour a été annulé, il a donc fallu attendre longtemps pour l'Eurostar, puis a dû changer à Londres pour prendre le train vers le nord. Pas idéal avec deux jeunes enfants, valise et bagage à main. Nos agents de voyage ont trié pour nous le transport alternatif jusqu'à chez nous. Une autre famille a réservé directement via Disney et était censée être sur le même vol de retour n'a même pas été informée que le vol de retour avait été annulé et était en route pour l'aéroport lorsque je leur ai annoncé la nouvelle. Nous avons dû écourter notre dernière journée en raison de la perturbation, mais Disney a refusé de rembourser tout billet de parc et le dernier repas prépayé que nous n'avons pas pu échanger car nous devions rentrer plus tôt en train. Mais les agents de voyage remboursés pour l'Eurostar. L'assurance voyage AXA ne paiera pas les autres frais encourus, par exemple le train depuis Londres, les frais de transfert perdus vers l'aéroport, les frais de voyage depuis la gare, prépayés jusqu'à l'aéroport, etc.(Avis d'origine)First visit with my 4 and 6 year old boys. The illuminations were fantastic. Youngest boy couldn’t get on many rides he wanted due to height restrictions so double check before booking: many rides were closed due to maintenance.  Wait times for rides open were sometimes in excess of 45mins. parades were out of this world. Would go back for a day for these and not necessarily the park rides. Flight home got cancelled so had a lengthy wait for the Eurostar and then had to change at London for train back north. Not ideal with two young children, case and hand luggage. Our travel agents sorted alternative transport home for us. Another family booked direct through Disney and was supposed to be on same flight home weren’t even notified that the flight home had been cancelled and were on their way to airport when I told them the news. Had to cut our last day short due to the disruption but Disney refused to reimburse any park ticket and the last pre-paid meal that we weren’t able to redeem due to having to travel home earlier by train. But reimbursed travel agents for the Eurostar. AXA Travel insurance won’t pay for any other charges incurred e.g train from london home, lost transfer fee to airport, travel cost home from train station as pre paid to airport etc..",09/2022,11
442,Kvn Ogle,5,il y a 6 jours,no comment,01/2023,11
443,Nora,5,il y a 6 jours,no comment,01/2023,11
444,Timothy raymond,5,il y a 6 jours,no comment,01/2023,11
445,gillian dunne,4,il y a 6 jours,no comment,01/2023,11
446,hakima baba,5,il y a 6 jours,no comment,01/2023,11
447,Ninjalex,5,il y a 6 jours,"(Traduit par Google) J'aime BEAUCOUP ce parc ! J'ai été dans ce parc 3 fois et je ne m'ennuie jamais. Beaucoup de montagnes russes, de superbes mascottes de personnages Disney, de nombreux restaurants et beaucoup de choses à faire. Je reviendrai probablement très bientôt au parc Disneyland Paris en essayant de faire de nouvelles expériences ! :)))(Avis d'origine)I like this park A LOT! I've been to this park 3 times and I never get bored. A lot of roller coasters, great mascots of Disney characters, plenty of restaurants and a lot of things to do. I will probably return very soon to Disneyland Paris park trying to make new experiences! :)))",03/2022,11
448,Rob,5,il y a 6 jours,no comment,01/2023,11
449,Sabrine Bour- Vlogs,5,il y a 6 jours,no comment,01/2023,11
450,Herr Marvinski,5,il y a 6 jours,"(Traduit par Google) Grand parc! Toujours un plaisir de vous rendre visite ! Ici, vous pouvez oublier le quotidien morne et gris pendant un moment !C'est juste dommage qu'il y ait eu si peu de personnages courant dans le parc ces derniers temps.(Avis d'origine)Toller Park! Immer wieder ein Erlebnis euch zu besuchen! Hier kann man den tristen und grauen Alltag für eine Weile vergessen!Schade nur, dass in der letzten Zeit so wenig Charaktere im Park rumlaufen.",01/2023,11
451,Amy P,5,il y a 6 jours,no comment,01/2023,11
452,Elaine Donnell,5,il y a 6 jours,"(Traduit par Google) Incroyable comme d'habitude. Le samedi était occupé et humide avec des files d'attente de plus en plus courtes le dimanche puis le lundi. Si possible, utilisez les heures magiques supplémentaires(Avis d'origine)Amazing as usual. Saturday was busy and wet with queues getting shorter on Sunday and then Monday. If possible make use of Extra magic hours",01/2023,11
453,may,5,il y a 6 jours,no comment,01/2023,11
454,Babylone 0.2,2,il y a 6 jours,no comment,12/2021,11
455,Cédric Garcia,5,il y a 6 jours,no comment,01/2023,11
456,Brigitte P.,5,il y a 6 jours,no comment,01/2023,11
457,Thomas Vandenameele,1,il y a 6 jours,"Journée réussi sauf quand une employée nous souhaite que toute les attractions soit fermé pour nous, simplement parce que nous voulions le lundi 9 janvier vers 12h30 prendre une photo avec le personnage pluto sans savoir qu’à ce moment là ce n’était pas possible car aucune indications n’étaient présentes , il y a une façon de parler au gens , cette dame ne connaît probablement pas le respect et la gentillesse, il faudrai certainement qu’elle change de métier.",01/2023,11
458,Guillaume Fort,5,il y a 6 jours,no comment,01/2023,11
459,Aurelie Leheuzey,2,il y a 6 jours,"WE du 15 et 16 janvierPositif: oui c'est beau et bien décoré. Les attractions quand elles fonctionnent sont bien pour toutes tranches d âges.Parade sublimeNégatif : de multiples pannes. Pas 3 ou 4, mais bien plus qui nous empêche de profiter des parcs. 1h10 d'attente pour au final faire demi tour car panne.Flight force, crush Custer, Space mountain, spider man, et d autres ...Déception totale et enfants déçus.Et ne parlons pas du prix exorbitant payé pour ça....Vraiment dommage",01/2023,11
460,Julien Valle,5,il y a 6 jours,no comment,,11
461,Isabella Bondar,5,il y a 6 jours,no comment,01/2023,11
462,Brice Michel,5,il y a 6 jours,no comment,01/2023,11
463,Mees,5,il y a 6 jours,"(Traduit par Google) Disney étant l'une des marques mondiales les plus fortes, ce parc est une visite incontournable si vous connaissez Disney. L'expérience est vraiment magique. Soyez conscient des longues files d'attente et faites un plan initial de ce que vous aimeriez voir et faire pendant votre visite. Conseils gratuits : utilisez la voie à un seul conducteur pour Ratatouille, et un joyau pas si caché : allez au spectacle du Roi Lion, c'est incroyable. Assurez-vous de faire la queue au moins 30 minutes avant le début du spectacle. Ce sont aussi des pizzas amusantes.(Avis d'origine)With Disney being one of the strongest global brands, this park is a must-visit if you are familiar with Disney. The epxerience is truly magical. Be aware of long queues and make an upfront plan of what you would like to see and do during your visit. Free tips: use the single rider lane for Ratatouille, and a not so hidden gem: go to the Lion King show, that is a-ma-zing. Be sure to queue at least 30 minuten before the show starts. The are funny pizzas as well.",01/2023,11
464,Alberto C. M,3,il y a 6 jours,"(Traduit par Google) Pas mal d'attractions, hors service, et d'autres pas 100x100 les acteurs sont toujours les meilleurs. Les prix à l'intérieur exorbitants(Avis d'origine)Bastantes atracciones, fuera de servicio, y otras no al 100x100 los actores siguen siendo lo mejor. Los precios dentro desorbitados",01/2023,11
465,Cyril Papin,4,il y a 6 jours,no comment,01/2023,11
466,emilie emilie,5,il y a 6 jours,Je suis vraiment choquée par certains commentairesPour ceux qui ne supportent  pas la foule ni les gens pourquoi vous rendre à Disney ???Désolée pour vous si vous n avez pas les moyens de privatiser le parc!!!Non mais franchement râler après les gens qui viennent à Disney avec des poussettes ça se prend pour qui????Sachez que Disney est le monde des enfants et des adultes qui ont gardé leur âme d'enfant c'est ça la magie Disney....loin des éternels stressés qui ne supportent que leur petite personneQuand on supporte rien on choisit des destinations au grand espace sans personne,01/2023,11
467,diogo,5,il y a 6 jours,no comment,01/2023,11
